Block,Treatment,Replicate,Genotype,Individual,Callus,Root,IndGeno,RootBin
5,NAA_1,2,G1,b25_1,1,0,G1_b25_1,0
5,NAA_1,3,G1,b25_1,1,1,G1_b25_1,1
5,Control,1,G1,b25_1,0,0,G1_b25_1,0
5,Control,2,G1,b25_1,0,0,G1_b25_1,0
5,Control,3,G1,b25_1,0,0,G1_b25_1,0
5,IBA_05,1,G1,b20_1,1,5,G1_b20_1,1
5,IBA_05,2,G1,b20_1,0,0,G1_b20_1,0
5,IBA_05,3,G1,b20_1,1,1,G1_b20_1,1
5,IBA_1,1,G1,b20_1,1,0,G1_b20_1,0
5,IBA_1,2,G1,b20_1,1,2,G1_b20_1,1
5,IBA_1,3,G1,b20_1,1,2,G1_b20_1,1
5,NAA_05,1,G1,b20_1,1,0,G1_b20_1,0
5,NAA_05,2,G1,b20_1,1,0,G1_b20_1,0
5,NAA_05,3,G1,b20_1,1,0,G1_b20_1,0
5,NAA_1,1,G1,b20_1,1,1,G1_b20_1,1
5,NAA_1,2,G1,b20_1,1,1,G1_b20_1,1
5,NAA_1,3,G1,b20_1,1,0,G1_b20_1,0
5,Control,1,G1,b20_1,0,0,G1_b20_1,0
5,Control,2,G1,b20_1,0,0,G1_b20_1,0
5,Control,3,G1,b20_1,0,0,G1_b20_1,0
5,IBA_05,1,G1,b2_1,1,5,G1_b2_1,1
5,IBA_05,2,G1,b2_1,1,3,G1_b2_1,1
5,IBA_05,3,G1,b2_1,0,1,G1_b2_1,1
5,IBA_1,1,G1,b2_1,1,1,G1_b2_1,1
5,IBA_1,2,G1,b2_1,0,2,G1_b2_1,1
5,IBA_1,3,G1,b2_1,1,8,G1_b2_1,1
5,NAA_05,1,G1,b2_1,1,1,G1_b2_1,1
5,NAA_05,2,G1,b2_1,1,0,G1_b2_1,0
5,NAA_05,3,G1,b2_1,0,0,G1_b2_1,0
5,NAA_1,1,G1,b2_1,1,4,G1_b2_1,1
5,NAA_1,2,G1,b2_1,1,1,G1_b2_1,1
5,NAA_1,3,G1,b2_1,0,0,G1_b2_1,0
5,Control,1,G1,b2_1,0,0,G1_b2_1,0
5,Control,2,G1,b2_1,0,0,G1_b2_1,0
5,Control,3,G1,b2_1,0,0,G1_b2_1,0
5,IBA_05,1,G1,b18_1,1,1,G1_b18_1,1
5,IBA_05,2,G1,b18_1,0,0,G1_b18_1,0
5,IBA_05,3,G1,b18_1,1,0,G1_b18_1,0
5,IBA_1,1,G1,b18_1,1,1,G1_b18_1,1
5,IBA_1,2,G1,b18_1,1,0,G1_b18_1,0
5,IBA_1,3,G1,b18_1,1,0,G1_b18_1,0
5,NAA_05,1,G1,b18_1,1,0,G1_b18_1,0
5,NAA_05,2,G1,b18_1,1,0,G1_b18_1,0
5,NAA_05,3,G1,b18_1,1,0,G1_b18_1,0
5,NAA_1,1,G1,b18_1,1,3,G1_b18_1,1
5,NAA_1,2,G1,b18_1,1,0,G1_b18_1,0
5,NAA_1,3,G1,b18_1,1,3,G1_b18_1,1
5,Control,1,G1,b18_1,0,0,G1_b18_1,0
5,Control,2,G1,b18_1,0,0,G1_b18_1,0
5,Control,3,G1,b18_1,0,0,G1_b18_1,0
